,label,content
32,사회,충남 아산의 한 아파트 건설현장에서 30대 노동자가 작업 중 숨졌습니다. 오늘(12일) 오전 11시쯤 충남 아산시 모종동의 한 아파트 건설현장 15층 높이에서 베트남 국적의 35살 A 씨가 작업 발판이 달린 거푸집에 끼여 숨졌습니다. 대전고용노동청은 타워크레인으로 거푸집을 끌어올리는 작업을 하던 중 사고가 난 것으로 보고 정확한 경위를 조사하고 있습니다. 해당 작업장은 공사 금액 50억 원 이상으로 중대재해처벌법 적용 대상입니다.[사진 출처 : 시청자 제공]
33,사회,오늘(12일) 오후 2시 50분쯤 경기 고양시 일산동구의 한 가전제품 보관 창고에서 불이 나 소방당국이 진화 중입니다. 이 화재로 현재까지 창고 건물 3개 동이 불에 탔으며 인명피해는 없는 것으로 전해졌습니다. 소방 당국은 소방차 32대 등을 동원해 진화를 시도 중입니다.[사진 출처 : 시청자 제공]
34,국제,"미국 뉴욕시가 핵 공격을 당할 때 행동 요령을 안내하는 영상을 만들어 공개했습니다. 뉴욕시 재난관리국이 11일(현지시간) 유튜브에 공개한 영상은 시민에게 먼저 건물 안으로 서둘러 대피하라고 안내합니다. 자동차 안에 남아 있는 것은 대안이 아니라고 설명했습니다. 이어, 건물 안에서는 모든 문과 창문을 닫고 창문에서 떨어져야 하며, 지하실이 있으면 지하실로 갈 것을 권고했습니다. 또, 언론 보도 등을 통해 상황을 확인하면서 정부가 안전하다고 공지할 때까지 밖에 나가서는 안 된다고 재난관리국은 당부했습니다. 뉴욕시 재난관리국은 “뉴욕시나 인근에서 핵 공격이 발생할 가능성은 매우 낮지만, 시민들이 안전 요령을 숙지하는 것은 중요하다”고 밝혔습니다.[사진 출처 : 뉴욕 재난관리국 영상 캡처]"
35,사회,"법원이 항소심에서도 한전공대 용지 기부 협약서를 공개하라고 판결했습니다.  광주고등법원은 기부 협약서의 내용이 공개되더라도 부영주택 측의 이익을 현저히 해칠 우려가 있다고 보기 어렵고, 사업의 공정성.투명성에 대한 국민적 신뢰를 높일 수 있다며 정보를 공개하라고 판결했습니다. 광주경실련은 부영주택이 나주 혁신도시 내 골프장 용지 일부를 한전공대 용지로 기부채납하고, 나머지 땅에 아파트를 짓는 특혜를 받았다는 의혹을 제기했으며 2019년 전라남도와 나주시, 부영주택이 맺은 한전공대 용지 기부 협약서에 대해 정보공개를 청구했다가 거부당하자 소송을 냈고, 1심에서 승소했습니다.[사진 출처 : 연합뉴스 / 나주시 제공]"
36,사회,"전남 완도에서 실종됐다가 숨진 채 발견된 일가족이 극단적 선택을 한 것으로 추정되는 증거가 나왔습니다. 광주 남부경찰서는 오늘(12일) 바다에서 인양한 실종 일가족의 차량 블랙박스 영상을 분석한 결과 차량을 끌고 바다로 돌진하는 장면을 확인했다고 밝혔습니다. 또, 블랙박스 기록에는 차량이 바다에 빠지기 직전 조유나 양의 음성은 없고, 조 양 부모가 대화하는 내용만 있다고 설명했습니다. 경찰은 국립과학수사연구원에서 진행 중인 정밀 검사 결과를 바탕으로 일가족의 최종 사인을 판정할 계획입니다.[사진 출처 : 연합뉴스]"
37,경제,"코스피가 이틀 연속 하락해 2,310대로 내려왔습니다. 오늘(12일) 코스피는 전 거래일보다 22.51포인트, 0.96% 내린 2,317.76에 장을 마쳤습니다. 유가증권시장에서 외국인과 기관이 각각 450억 원, 2,388억 원어치를 순매도했고, 개인이 2,676억 원어치를 순매수했습니다.  지수는 전장보다 9.39포인트, 0.40% 내린 2,330.88에 개장해 점차 낙폭을 키웠습니다. 오후 한때 2,303.74까지 밀리며 2,300선마저 위협받는 모습이었습니다. 코스닥지수는 16.26포인트, 2.12% 내린 750.78에 마감했습니다. 오늘 서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 8원 20전 오른 달러당 1,312원 10전에 거래를 마쳤습니다. 전날 종가보다 7원 10전 오른 1,311.0원에 개장한 환율은 장중 1,316원 40전까지 고점을 높였습니다. 금융위기 당시인 2009년 4월 30일 이후 가장 높은 수준입니다.[사진 출처 : 연합뉴스]"
38,사회,김오수 전 검찰총장이 변호사 시절 라임·옵티머스 펀드 사기 관련 사건을 수임하고 뇌물성 금품을 받았다고 주장한 시민단체 관계자를 검찰이 불러 조사하고 있습니다. 서울중앙지검 형사2부(부장검사 권유식)는 오늘(12일) 해당 의혹을 제기한 시민단체 투기자본감시센터 관계자를 고발인 신분으로 불러 조사했습니다. 앞서 투기자본감시센터는 지난해 5월 김 전 총장을 뇌물수수 등의 혐의로 검찰에 고발했습니다. 당시 투기자본감시센터는 김 전 총장이 모 법무법인에서 고문 변호사로 일하며 라임·옵티머스 펀드 사기 관련 사건을 수임하고 고문료 명목으로 받은 1억 9200만 원이 뇌물이라고 주장했습니다.
39,사회,"오늘(12일) 오후 1시 반쯤 전남 여수시 화정면 낭도 인근 해상에서 9t(톤)급 낚시어선이 좌초됐다는 신고가 해경에 접수됐습니다. 사고 당시 배에는 선장과 선원, 낚시객 등 모두 22명이 타고 있었고, 여수해양경찰은 타박상과 찰과상 등 경상을 입은 낚시객 3명을 비롯해 부상자 7명을 구조했습니다. 부상자들은 백야항으로 이송돼 119구급대에 인계됐습니다.  해경은 낚시어선이 수중 암초에 부딪혀 기관실 선저 부위에 구멍이 나면서 침수됐던 것으로 보고, 예인해 정확한 사고 경위를 조사하고 있습니다.[사진 출처 : 연합뉴스 / 여수해양경찰서 제공]"
40,정치,윤석열 대통령은 오늘(12일) 서울 종로구 주한일본대사관 공보문화원에 마련된 아베 전 일본 총리 분향소를 찾아 조문했습니다. 윤 대통령은 분향소에서 고인을 애도한 뒤 아이보시 고이치 주한일본대사에게 위로를 전했습니다.[사진 출처 : 대통령실 제공]
41,경제,"나재철 금융투자협회장은 “증권 거래의 편의성과 효율성을 높일 수 있는 대체거래소(ATS)를 올해 설립하겠다”고 밝혔습니다. 나 회장은 오늘(12일) 서울 여의도에서 열린 기자간담회에서 “글로벌 스탠더드에 부합하는 최고 수준의 ATS가 설립될 수 있도록 참여 회원사들과 함께 최선을 다할 계획”이라며 이같이 말했습니다. 그러면서 “7개 대형 증권사와 협회를 중심으로 설립준비위원회를 구성해 인가 준비와 법인 설립 등 여러 사전 작업을 진행 중”이라며 “올해 예비 인가와 법인 설립을 완료하고 2024년 초 업무를 개시하는 것을 목표로 하고 있다”고 말했습니다. 이어 “최근 증시 거래량 감소 등의 환경 변화가 있기는 하지만, ATS 설립이 유동성 증대 등 긍정적 효과가 있는 만큼 신속한 설립이 증시 안정에 더욱 도움이 될 것”이라고 기대했습니다. ATS 설립은 2013년 자본시장법 개정으로 근거가 마련됐으며, 코로나19 이후 증시 거래 대금이 폭발적으로 증가하면서 논의가 급물살을 탔습니다.  나 회장은 금융투자업계의 디지털자산 사업 진출도 적극적으로 지원하겠다고 밝혔습니다.  나 회장은 “가상자산, 대체불가토큰(NFT) 등 디지털자산 비즈니스와 관련해 업계의 관심이 뜨겁다”며 “현재 정부가 추진 중인 디지털자산기본법에 대한 업계 의견을 국회와 당국에 잘 전달하겠다”고 말했습니다.  퇴직연금 수익률을 높이고자 확정기여형(DC)과 개인형(IRP) 퇴직연금제도에 오늘부터 사전지정 운용제도(디폴트옵션)가 도입된 데 대해서는 “디폴트옵션이 반영된 근로자퇴직급여보장법이 시행되는 날은 오늘이지만, 실제 상품 출시는 심의가 마무리되는 10월 이후가 될 것”이라고 설명했습니다.  나 회장은 정부의 금융투자소득세 시행 2년 유예 방침을 두고는 “현행법에 따라 (2023년 1월 1일) 금융투자소득세 도입을 앞두고 전산 시스템을 준비하는 상황”이라며 “국회 논의를 거쳐 하루빨리 최종 결정되기를 바란다”고 말했습니다.[사진 출처 : 연합뉴스]"
42,정치,"윤석열 대통령은 오늘(12일) 서울 종로구 주한일본대사관 공보문화원에 마련된 아베 전 일본 총리 분향소를 찾아 조문했습니다. 윤 대통령은 분향소 방명록에 ""아시아의 번영과 발전을 위해 헌신하신 故 아베 신조 전 총리님의 명복을 기원한다. 유족과 일본 국민들에도 깊은 위로를 표한다""면서 ""가장 가까운 이웃인 한국과 일본이 앞으로 긴밀히 협력해 나가길 바란다""고 적었습니다. 윤 대통령은 아이보시 고이치 주한일본대사를 만나서는 ""아베 전 총리의 서거 소식에 많은 충격을 받았다""면서 ""유족과 국민들에게 깊은 애도를 표한다""고 위로했습니다. 대통령실은 ""윤 대통령의 이번 조문이 한일 양국이 가까운 이웃이자 가치와 규범을 공유하는 사이라는 점을 다시 한번 확인하는 계기가 되기를 바란다""며 ""또한 한일관계의 새로운 출발점이 되기를 기대한다""고 밝혔습니다. 윤 대통령은 조문과 별도로, 아베 전 총리 공식 추모행사 일정이 잡히면 한덕수 국무총리와 정진석 국회부의장, 중진 의원들로 구성된 조문단을 일본에 파견할 예정입니다.[사진 출처 : 대통령실 제공]"
43,사회,"엠넷(Mnet) 프로그램 ‘고등래퍼’에 출연했던 남성 래퍼가 마약 투약 혐의로 경찰에 붙잡혔습니다. 인천 계양경찰서는 마약류 관리에 관한 위반 혐의로 20대 A 씨를 어제(11일) 구속했다고 밝혔습니다. A 씨는 이번달 초 인천 계양구에 있는 자신의 자택에서 대마와 필로폰 등 마약을 투약한 혐의를 받고 있습니다. 첩보를 받고 출동한 경찰은 지난 9일 A 씨를 체포하고, 집에서 필로폰 1g과 주사기 4개를 압수했습니다. A 씨는 투약 사실을 모두 인정한 것으로 알려졌고, 국립과학수사연구원의 1차 검사에서도 대마와 필로폰 모두 양성 반응이 나왔습니다. A 씨는 텔레그램을 통해 구매자가 돈을 입금하면 판매자가 마약을 숨겨둔 특정 장소를 알려주는 이른바 ‘던지기 수법’으로 마약을 구매한 것으로 파악됐습니다. 경찰은 “함께 마약을 투약한 것으로 보이는 친구 3~4명도 수사할 예정”이라고 밝혔습니다."
44,사회,"경적을 울렸다는 이유로 택시 기사를 폭행하고 낫을 휘두르며 죽이겠다고 협박한 혐의로 오토바이 운전자가 경찰에 붙잡혔습니다.  서울 성북경찰서는 50대 남성 A 씨를 특정범죄가중처벌등에관한법률위반(운전자 폭행)과 특수협박 혐의로 입건했다고 오늘(12일) 밝혔습니다.  A 씨는 지난 5일 오후 3시쯤 서울 성북구의 한 도로에서 차선 변경 중 60대 택시 기사 B 씨가 자신을 향해 경적을 울리자, 쫓아가 운전석 문을 열고 B 씨를 폭행한 혐의를 받습니다.  B 씨가 달아나자 A 씨는 인근에 있던 자신의 가게에서 낫을 챙겨 다시 B 씨를 따라갔습니다.  이후 A 씨는 고의로 B 씨의 택시와 추돌했고, 차에서 내린 B 씨에게 낫을 휘두르며 ""죽이겠다""고 협박한 혐의도 받습니다. B 씨의 신고로 출동한 경찰은 현장에서 A 씨를 현행범 체포했습니다. A 씨는 경찰 조사에서 ""B 씨가 경적을 울려서 화가 나 범행을 저질렀다""고 진술했습니다."
45,정치,"외교부는 일본 측이 아베 신조 전 일본 총리의 장례 관련 계획을 통보하면 일정에 맞춰 고위급 조문사절단을 파견하겠다는 방침을 밝혔습니다. 최영삼 외교부 대변인은 오늘(12일) 정례브리핑에서 고위급 조문사절단 파견에 대한 질문에 “일본 측에서 먼저 (장례) 관련 계획을 수립하고 우리나라 등 각국에 관련 계획을 통보해야 한다”며 “현재 관련 계획이 접수되지 않았다”고 말했습니다. 그러면서 “향후 장례 또는 영결 등 관련 계획이 통보되면 이에 따라서 우리나라도 고위급 대표단을 파견하게 될 것”이라고 답했습니다.  지난 8일 선거 지원 유세 도중 총격으로 사망한 아베 전 총리의 장례식은 오늘 도쿄 내 사찰인 ‘조조지’에서 가족장으로 열렸습니다.  일본 정부와 자민당이 합동 주최하는 아베 전 총리의 추도식은 나중에 열릴 예정인데, 일본의 장례 관행상 준비에 시간이 걸리는 것으로 전해졌습니다.[사진 출처 : 교도=연합뉴스]"
46,국제,"아시아평화와역사교육연대(한국)와 어린이와 교과서 전국네트21(일본)은 12일 오후 일본 문부과학성에서 기자회견을 열어 “교과서에 대한 정치 개입을 즉시 중지하고 종군 위안부, 강제 연행, 연행 등의 용어 사용 금지를 철회하라”고 성명을 발표했습니다.이들 단체는 일본 정부가 교과서 검정 기준 개정이나 각의 결정 등을 이유로 일본군 위안부 동원이나 강제 연행에 관한 내용 수정을 교과서 발행자에게 사실상 강요했다고 비판했습니다. 일본 정부는 각의 결정 등을 통해 제시된 정부의 통일된 견해가 있으면 이를 교과서에 기술하도록 2014년 1월 검정 기준을 개정한 바 있습니다.[사진 출처 : 연합뉴스]"
47,정치,"2019년 11월 탈북 어민들이 판문점에서 강제 북송됐을 당시의 사진이 공개됐습니다. 통일부는 오늘(12일) ""국회 요구자료로 2019년 발생한 북한어민 강제북송 당시 판문점을 통한 송환 사진을 제출했다""며 해당 사진 자료를 기자단에 공개했습니다. 통일부 관계자는 ""통일부는 통상 판문점에서 북한주민 송환시 기록 차원에서 사진을 촬영해 왔다""고 설명했습니다. 사진에는 탈북 어민 2명이 판문점 우리 측 시설에 앉아서 대기하다가 군사분계선 북측으로 넘겨지는 모습이 담겼습니다. 이 과정에서 까만 옷을 입은 탈북 어민은 북측으로 넘어가지 않으려 몸을 빼는 모습도 포착됐습니다. 사건 당시 정부는 이들 탈북 어민들이 선내에서 동료 16명을 살해한 것으로 판단하고 이들을 북측에 송환했습니다."
48,사회,"이른바 '갭 투자'로 주택 수백 채를 사 전세를 내준 뒤 4백억 원대 보증금을 받아 챙긴 40대가 임대 기간이 지나고도 이를 돌려주지 않아 사기로 고발당했습니다. 광주경찰청 반부패 경제범죄수사대는 최근 주택보증공사가 전세 사기로 고발한 40대 A 씨를 조사 중입니다. A 씨는 2017년부터 주로 수도권 소재 주택을 매입해 전세를 내줬으며, 최근까지 2백여 건에 걸쳐 총 4백억 원이 넘는 전세 보증금을 받아 임대 기간이 끝났는데도 반환하지 않은 혐의를 받고 있습니다. 세입자들은 주택보증공사에서 보증금을 돌려받아 피해를 보지 않았고, 대신 피해를 떠안게 된 공사 측이 임대인을 경찰에 고발한 것으로 전해졌습니다. 경찰은 구체적인 피해 사실 파악에 나서는 한편, 보증 가입을 하지 않은 피해자가 더 있을 것으로 보고 수사를 확대할 방침입니다.[사진 출처 : 게티이미지]"
49,사회,"광주광역시 모 구청장에게 성폭행을 당했다는 고소장이 접수돼 경찰이 수사에 나섰습니다. 광주경찰청 여성청소년 범죄수사대는 광주 모 구청장으로부터 과거 성폭행을 당했다는 30대 여성의 고소장을 받아 이달 초부터 수사 중이라고 밝혔습니다. 경찰은 조만간 해당 구청장을 불러 정확한 사실 관계를 조사할 방침입니다. 한편 해당 구청장은 ""사실 무근""이라며, ""고소 내용을 파악한 뒤 추후 대응에 나서겠다""고 밝혔습니다."
50,정치,"정의당 대표와 대선 후보를 지낸 심상정 의원이 “조국 사태와 관련한 당시 결정은 명백한 정치적 오류였다”라면서 당에 반성문을 제출했습니다.  심상정 의원은 오늘(12일) 정의당의 10년간의 활동 등을 평가하고 의견을 모으는 ‘정의당 10년 평가위원회’ 홈페이지에 개별 의견서 형식으로 반성문을 올렸습니다.  심 의원은 “20년 진보 정치가 실존적 위기에 직면했다. 당을 주도해온 세력은 낡았고, ‘심상정의 리더십’은 소진됐다”라면서 “민주노동당 창당 이래 23년간 버텨왔지만 우리는 미래를 열지 못했고, 그 과정에서 제 책임을 통감한다”라고 말했습니다.  특히, 심 의원은 “조국 사태 국면에서 오판으로 진보 정치의 도덕성에 큰 상처를 남기게 됐다”라면서 “전에도 사죄드렸지만, 조국 사태와 관련한 결정은 명백한 정치적 오류였고, 이 사건은 제게 두고두고 회한으로 남을 것이다”라고 밝혔습니다.  그러면서 “당시 당 의사결정에 참여한 사람들 절대다수가 조국 장관에 대한 승인 입장을 가졌다”라면서 “(조 전 장관을) 승인 안 할 경우, 많게는 8천 명 당원의 대량 탈당이 예측돼, 당 대표로서 총선을 앞두고 분당에 가까운 결정을 내리기 쉽지 않았다”라고 설명했습니다.  심 의원은 “2020년 총선에서 국회 교섭단체 구성에 도전하려고 민주당과 선거제도개혁에 올인했지만, 위성정당으로 좌초됐고 교섭단체의 꿈은 좌절됐다”라면서 “법과 제도는 그걸 지켜낼 역량이 부족한 세력에게 스스로 봉사하지 않는다는 사실을 뼈저리게 확인시켜줬다”라고 소회를 밝혔습니다.  당 위기 상황을 타개하려고 일부에서 비례대표 국회의원 총사퇴를 요구하는 것에 대해 “오랫동안 누적된 당 위기에 대한 책임을 2년 남짓 활동한 비례 국회의원들에게 물을 순 없다”라면서 “가장 큰 책임이 있는 사람으로서 당원들에게 송구스럽고 국민에게 민망하다. 책임질 방안이 무엇인지 숙고하겠다”라고 말했습니다."
51,사회,"인천의 한 아파트 신축 공사 현장에서 60대 노동자가 흙더미에 깔려 숨졌습니다. 인천경찰청 광역수사대와 고용노동부는 오늘(12일) 오전 10시쯤 인천 서구 가정동의 아파트 공사현장에서 60대 남성 A 씨가 숨졌다고 밝혔습니다. 중국 국적의 하청업체 노동자인 A 씨는 무너져내린 흙더미에 깔려 크게 다쳤는데, 병원으로 옮겨졌지만 끝내 숨졌습니다. 사고 당시 공사 현장에서는 배관을 묻기 위해 토목공사를 하고 있었던 것으로 파악됐습니다. 고용노동부는 사고 현장의 공사 금액이 1천900억 원 가량인 것을 파악하고 중대재해처벌법을 적용해 조사할 방침입니다.  경찰은 A 씨에 대해 부검을 의뢰하고, 공사현장 관계자 등을 상대로 안전수칙을 지켰는지 조사할 예정입니다.[사진 출처 : 연합뉴스 / 인천 서부소방서 제공]"
52,스포츠K,"손흥민과 해리 케인의 소속팀, 프리미어리그 명문 토트넘이 지금 한국에 와 있습니다. 13일 서울월드컵 경기장에서 K리그 올스타와 친선경기를 펼칠 예정인데요. 스페인 세비야와는 16일 수원에서 경기를 갖습니다.비시즌에 친선경기를 앞두고는 가볍게 훈련하는 것이 보통인데요. 토트넘은 마치 월드컵을 앞둔 것처럼 강도 높은 훈련을 진행해 화제가 되고 있습니다. 도착 첫날부터 훈련장으로 향했고, 둘째 날에는 러닝과 패싱, 미니게임은 물론 왕복 달리기까지 했습니다. 특히 운동장 끝에서 끝을 계속 달리는 왕복 달리기에 손흥민과 케인은 결국 쓰러져 잠시지만 고통을 호소하기까지 했습니다.이 훈련은 2002년 일명 '공포의 삑삑이'로 불린 히딩크 감독을 소환하기도 했습니다. 이 모든 훈련의 지휘자는 콘테 감독입니다. 친선경기에도 최선을 다하는 모습에서 명장의 품격이 느껴지는데요. 콘테 감독, 손흥민과 케인 주연의 명품 훈련 드라마 준비했습니다."
53,경제,"금융당국이 인가를 받지 않고 비상장 주식을 중개하는 행위는 불법이라며 투자자들에게 주의를 당부했습니다. 금융위원회는 최근 비상장 주식 거래 플랫폼과 관련된 규제 강화로 불법 거래 중개업자가 증가했다는 지적이 제기되자 오늘(12일) 설명자료를 통해 이 같이 밝혔습니다. 그러면서 “자본시장 내 불법행위 근절을 위해 불법 비상장주식 중개업자를 엄정하게 단속·처벌해나가겠다”고 강조했습니다. 금융위에 따르면 비상장 주식 거래는 제도권 내 시장인 K-OTC(한국장외주식시장), 규제 특례(금융규제 샌드박스)를 부여받은 업체, 일반 증권사 등 인가를 받은 투자중개업자를 통해서만 합법적으로 할 수 있습니다. 금융위는 2020년부터 비상장주식 거래 플랫폼을 운영 중인 업체 2곳에 규제 특례를 부여했습니다. 다만 2년간 운영 과정에서 50인 이상 투자자에게 투자를 권유할 때 적용되는 증권신고서 제출 의무 위반 등 매출 규제 위반 소지가 발견됐고, 투자자 보호 규제가 미비한 점이 문제가 됐습니다. 이에 따라 금융위는 특례를 2024년 3월까지 조건부로 연장했는데 거래되는 주식에 대해서는 해당 주식 발행 기업이 최소한의 정보를 공시하도록 하고, 이를 충족하지 못한 기업의 주식은 전문투자자 간에만 거래하는 조건을 달았습니다. 금융위 관계자는 “금융규제 샌드박스 취지는 사업 모델의 혁신성을 실험하고 실험 결과 긍정적인 기능이 확인되면 이를 제도화하는 데 있다”며 “단순한 규제차익으로 인한 사업성 확보가 아니라, 혁신성과 지속가능성을 입증해야 한다”고 말했습니다. 이어 “정보공시와 같이 투자자 보호와 직결되는 최소한의 핵심 사항은 신중하게 접근하면서 필요하면 기존 규제를 합리적으로 완화해나가겠다”고 덧붙였습니다. 금융위는 새 정부 규제 개혁의 하나로 비상장주식 거래와 관련된 규제를 전반적으로 검토한 뒤 개선해나갈 계획입니다."
54,경제,"유료 멤버십 혜택을 광고하는 과정에서 관련 내용을 부풀렸다는 의혹이 제기된 네이버에 대해 공정거래위원회가 조사에 나섰습니다. 공정위는 네이버가 제휴 카드 이용 혜택과 '네이버플러스 멤버십' 가입자 수 등을 부풀려 표시광고법을 위반했다는 내용의 국민신문고 민원을 넘겨 받아 조사에 착수했습니다. 공정위는 이와 관련해 최근 경기도 성남에 있는 네이버 사옥을 찾아 현장 조사를 진행했습니다.  네이버는 '네이버 현대카드'를 발급 받아 네이버쇼핑에서 제품을 구매하면 기존 최대 5%의 포인트 적립에 추가 5%를 더해 최대 10%의 네이버페이 포인트를 받을 수 있다고 광고했습니다. 다만 이 같은 혜택은 월 20만 원까지만 적용되는데, 이 내용은 별도 페이지에 접속해야 확인할 수 있도록 돼있습니다. 국민신문고 민원에는 이와 함께 네이버가 네이버플러스 멤버십 가입자 수를 과장했다는 주장도 담겼습니다. 네이버가 유료 회원이 최대 3명까지 무료로 초대할 수 있는 가족이나 친구 등도 모두 가입자 수에 포함해 가입자 수를 부풀렸다는 내용입니다. 공정위는 한편 마찬가지로 표시광고법을 위반했다는 의혹이 제기된 쿠팡에 대해서도 최근 현장 조사를 진행했습니다.  해당 의혹은 쿠팡이 유료로 가입하는 '로켓와우 회원'에게 일부 제품의 할인을 적용하지 않고 있다는 내용과 관련한 것입니다. 일부 가입자들은 회원으로 가입하면 제품의 할인을 받을 수 있다는 내용으로 쿠팡이 광고를 했으나, 신규 회원이 아닌 기존 회원의 경우 이같은 혜택을 받지 못하는 데 대해 문제를 제기하고 있습니다. 공정위는 현장 조사를 통해 확보한 자료와 네이버, 쿠팡 측의 의견서 등을 종합해 양측의 광고 내용이 기만 또는 과장에 해당하는지를 살펴볼 예정입니다.[사진 출처 : 연합뉴스 / 네이버 현대카드 소개 사이트 갈무리]"
55,정치,"국민의힘 권성동 당 대표 직무대행 겸 원내대표는 ‘당원권 6개월 정지’ 징계를 받은 이준석 대표와의 만남과 관련, “지금은 접촉해서 당의 입장을 얘기하거나 설득할 수 있는 적절한 시기가 아니다”라고 말했습니다. 권 대행은 오늘(12일) 오후 연합뉴스TV와 인터뷰에서 “조금 더 시간이 흐른 후 만남 여부에 대해 당직자들과 논의하고 결정하겠다”며 이같이 말했습니다. 이어 “이 대표와 직접 접촉하지 않아서 지금 어떤 생각을 하고 어떤 대응을 하려고 하는지에 대해 전혀 아는 바가 없다”며 “다만 당 대표 직무대행으로서 당 사법기구인 윤리위 결정이 내려진 만큼 (이 대표가) 그 결정을 수용하고 존중하는 태도를 보여달라는 기대만 하고 있다”고 했습니다. 그러면서 “경찰 수사 진행 상황과 이 대표와의 만남은 별개”라며 “수사는 수사대로 흘러가는 것이고, 우리는 필요할 때 만나야 하지 않나 생각한다”고 말했습니다. 권 대행은 이 대표에 대한 징계가 ‘윤석열 대통령과 윤핵관(윤석열 핵심 관계자)들의 작품’이라는 더불어민주당 우상호 비상대책위원장의 발언에 대해선 “윤 대통령과 측근 그룹, 이 대표를 이간질하려는 정치적인 술수”라며 “대표적인 윤핵관이 저 아니겠나. 저는 윤리위 누구하고도 접촉한 적도 대화를 나눈 적도 없다”고 했습니다. 최근 윤 대통령 지지율 하락 중 하나로 지목되는 인사 시스템을 손질해야 한다는 지적에 대해선 “앞으로 대통령실에서 능력과 전문성, 도덕성을 모두 갖춘 사람들을 발굴하고 추출해야 하는데 그 점이 굉장히 어렵다고 대통령께서 말한다”고 했습니다. 권 대행은 “능력과 전문성이 있으면 사소한 하자가 다 있다고 (대통령이) 말해서, 앞으로 대통령의 인사 고민이 더 깊어지지 않을까 생각이 든다”고 말했습니다.[사진 출처 : 연합뉴스]"
56,사회,서울의 현직 구의원이 지하철역 공용 승강기를 발로 찬 혐의로 경찰에 고발됐습니다. 서울 광진경찰서는 어제(11일) 광진구의원 A 씨에 대해 재물손괴 혐의로 고발장을 접수했다고 밝혔습니다. A 의원은 어제 오전 7시 20분쯤 서울 지하철 2호선 건대입구역 1번 출구에 있는 공용 승강기를 두 차례에 걸쳐 발로 찬 혐의를 받고 있습니다. 고발장은 승강기를 관리하는 회사 측에서 제출한 것으로 전해졌습니다. 당시 A 의원은 승강기가 고장 났다는 민원을 받고 현장을 방문했던 것으로 전해졌습니다.
57,사회,"지난달 경기 양주시의 한 골프장 맨홀 안에서 작업을 하다가 쓰러진 50대가 약 2주간 치료를 받다 결국 숨졌습니다. 경찰에 따르면 지난달 26일 오전 골프장 지하수 유량계 검침을 위해 맨홀 안에 들어갔다가 질식해 쓰러진 50대 A 씨가 이달 10일 숨졌습니다. 경찰은 이번 사고와 관련된 혐의를 업무상 과실치상에서 과실치사로 전환했고, 관련자들을 불러 안전 규정 준수 등을 조사할 예정입니다. 당시 맨홀 안에 들어간 A 씨는 밀폐 공간 작업에 필요한 산소 농도 측정기나 장비를 착용하지 않은 상태였던 것으로 전해졌습니다.[사진 출처 : 게티이미지]"
58,정치,"국민의힘 권성동 당 대표 직무대행 겸 원내대표가 이준석 대표가 띄운 혁신위원회를 찾아 “국민과 당원이 공감하는 내용을 만들어야 한다”고 말했습니다. 권 대행은 오늘(12일) 국회에서 열린 당 혁신위 제4차 회의에 참석해 “현실과 지나치게 유리되거나, 당원이나 국민이 공감하지 못하는 혁신안은 성공하기 어렵다”며 이같이 밝혔습니다. 이어 “당내 상황과 관련해서 혁신위 활동이 과연 보장될 것이냐는 질문을 받아왔다”며 “혁신위는 최고위원회의 의결을 거친 공식 기구로, 당내 상황에 위축될 이유가 전혀 없다”고 말했습니다. 이는 이준석 대표가 ‘당원권 정지 6개월’ 징계를 받음에 따라 혁신위 추진 동력이 사라지는 것 아니냐는 일각의 지적을 일축한 것으로 풀이됩니다. 권 대행은 “우리가 수권 정당, 민생 정당, 정치 구호를 남발하고 있지만, 진짜 민생·수권 정당으로서 국민의 신뢰를 받기 위해 혁신할 건 혁신해야 한다”고 덧붙였습니다. 최재형 혁신위원장은 회의 뒤 기자들과 만나 ‘권 대행의 현실 가능한 혁신안 발언이 공천 규칙에 대한 우려로 볼 수 있느냐’는 질문에 “바운더리(경계선)를 정해주는 의미로 듣지 않았다”고 선을 그었습니다.[사진 출처 : 연합뉴스 / 국회사진기자단]"
59,사회,대전경찰청과 대전자치경찰위원회는 상반기 합동 단속을 통해 불법 게임장 24곳과 성매매업소 7곳을 적발하고 운영자 등 102명을 검거해 업주 1명을 구속했습니다. 이들은 사행성 게임장을 운영하며 불법 환전을 하거나 대전역 주변 등에서 성매매를 알선한 혐의 등을 받고 있습니다. 경찰은 적발된 업소들의 과세 자료를 국세청에 통보하고 몰수·보전 조치를 통해 범죄수익을 환수할 예정입니다. [사진 출처 : 게티이미지]
